bnf_code,bnf_name,items
0404000L0AAAFAF,Amfetamine 10mg / Dexamfetamine 10mg modified-release caps,8
1001030V0AAACAC,Abatacept 125mg/1ml inj pre-filled disposable devices,8
090402000BDAQA0,Supportan drink cappuccino,8
20031700200,KytoCel dressing 4cm x 20cm rectangular,8
1001010APBCAAAA,Nurofen Joint & Back Pain Relief 256mg tablets,8
21011200354,"Bioteque America gellhorn pessary size 3, 57mm diameter, silicone, standard stem",8
23301083180,Fulcionel ostomy/hernia support belt with adjustable opening XX large left 26cm,8
21270001277,Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with wide silicone top band,8
0501021C0BBAAAA,Suprax 200mg tablets,8
23351003581,"Assura colostomy bag with filter, midi clear 25mm",8
1001010J0AABIBI,Ibuprofen 200mg/5ml oral suspension,8
23300263709,Suportx female low waist lace ostomy girdle with velcro gusset extra large white,9
21270001000,Sigvaris MTM Essential Comfortable class 1 (18-21mmHg) thigh length closed toe,9
0904010H0BYAAAA,Barkat gluten free brown rice bread,9
23353453759,"Pelican Platinum Contour colostomy bag with filter, standard 32.5mm clear",9
23301083255,Fulcionel ostomy/hernia support tube belt medium 26cm beige,9
1001010C0CJADAF,Fenactol Retard 100mg tablets,9
0204000M0AAADAD,Nadolol 10mg/5ml oral liquid,9
1312000G0AAAVAV,Glycopyrronium bromide 1% in Aqueous cream,9
20030800040,Melgisorb Cavity dressing 2.2cm x 32cm,9
23605606162,Welland Curvex ileostomy bag with Dual Carb filter 43mm plateau beige,9
0205010X0AAABAB,Ambrisentan 10mg tablets,9
23301083268,Fulcionel ostomy/hernia support tube belt large 26cm white,9
1304000V0BBAAAW,Dioderm 0.1% cream,9
0407020ADBTACAS,Ixyldone 15mg modified-release tablets,9
20200000325,DermaSilk mini shorts medium-large adult female,9
20030900374,CovaWound Silicone Foam Border Lite dressing 15cm x 15cm,9
22502955052,Bendi non-sterile leg bag with slide tap 35cm inlet 700ml,9
20200000310,DermaSilk fingerless gloves 3-4 years,9
0901030J0BBAVAV,Aranesp 130micrograms/0.65ml inj pre-filled syringes,9
030902040AAAAAA,Diphenhydramine 7mg/5ml / Levomenthol 550microg/5ml soln SF,9
120202000BJBDA0,Olbas inhaler,9
0204000R0AACJCJ,Propranolol 10mg/5ml oral liquid,9
23941009818,"Easiflex two piece ostomy system colostomy bag with dual filter, maxi soft cover 70mm",9
23301023264,Comfizz Level III two part support belt extra large 60mm,9
23943459474,Pelican Platinum two piece ostomy system baseplate 80mm ring 50mm,9
23305951041,Vanilla Blush Level 2/3 female support briefs with legs XXX large white,9
23303373057,OstoMart Cool Comfort unisex support boxers small/medium Nude,9
090401000BBXCCS,Optifast shake oral powder 55g sachets vanilla,9
0205051F0BIABEA,Noyada 5mg/5ml oral solution,9
1103010AJAAACAC,Polihexanide 0.02% eye drops preservative free,9
23300263393,Suportx Easy Peel ostomy belt XX large 20cm white,9
090401000BBVCA0,Glytactin Complete 15 81g bars fruit frenzy,9
130201000BBMADM,Emulfin ointment,9
20032200002,Renasys canister kit large,9
20050000006,StomaSoft laryngectomy tube 55mm length (fenestrated) size 9,9
21020001489,Aloe Original Plus catheter male 10Ch-16Ch,9
23350703700,Nova X3 colostomy bag opaque 35mm,9
21270002806,Sigvaris Style Transparent (15-20mmHg) thigh (length/high) closed toe with grip top slim,9
0403040X0BBABAJ,Zispin SolTab 30mg orodispersible tablets,9
23940709770,NovaLife 2 two piece ostomy system colostomy bag midi clear 36mm,9
1502010J0BBBKCQ,"Xylocaine 2% with Adrenaline 1 in 80,000 inj 2.2ml cart",9
0703010E0BUAAAC,Akizza 75microgram/20microgram tablets,9
0503010AKBBAAAA,Rezolsta 800mg/150mg tablets,9
0407020Q0BBAJDE,MST Continus suspension 200mg granules sachets,9
21270002829,Mediven Cosy MTM class 2 (23-32mmHg) thigh length open toe with waist attachment,9
1502010J0AAETET,Lidocaine 5% / Cetrimide 0.15% oromucosal gel sugar free,9
20020201176,Clinistretch bandage 4cm x 6m,9
20033000149,Eclypse Non-Backed dressing 10cm x 10cm square,9
0704010T0AAAEAE,Generic Hytrin BPH tablets starter pack,9
0901060I0AAAMAM,Filgrastim 48million units/0.5ml inj pre-filled syringes,9
23944809721,Combihesive Natura Little Ones two piece ostomy system ileostomy bag 45mm,9
0602020N0AAAGAG,Propylthiouracil 100mg/5ml oral liquid,9
070201000BBAHA0,Vagi-Wave,9
091200000BFTNA0,Health Plus High Potency Omega-3 EPA capsules,9
20200000177,DermaSilk leggings 9-12 months,9
23945909483,Combimate SuperFlex two piece ostomy system 38mm flange 13mm,9
0410030B0AAADAD,Buprenorphine 2mg / Naloxone 500microgram SL films SF,9
22300103030,InView sheath extra 41mm,9
21270001757,Juzo Dynamic custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band,9
23964109659,Light White adhesive urostomy bag large 38mm,9
23301083230,Fulcionel ostomy/hernia support tube belt small 20cm white,9
20200000109,DermaSilk leggings 6-9 months,9
1001010C0BQALAL,Dicloflex 75mg SR tablets (Almus),9
21270002222,Euroform anatomically flexed form for lymphoedema garment,9
23353353536,Option colostomy bag plus 25mm opaque,9
21270002584,Haddenham Star Cotton MTO 5cm fine lace grip top for lymphoedema garment,9
20030400243,DuoDERM Signal dressing 18.5cm x 19.5cm heel,9
23303243005,Nu-Hope belt small 100mm,9
23301083097,Cuiwear unisex support boxers small/medium white,9
20090001098,Skinnies WEB stockinette crotchless leggings adult,9
21012600147,Klinion Soft Fine Plus Pen insulin needles for pf / reusable pen injectors screw on 5mm/31gauge,9
1108010K0AAAWAW,Sodium chloride 0.5% eye drops,9
20033000024,DryMax Foam dressing 20cm x 20cm,9
0902021G0AAAQAQ,Glucose 50% solution for infusion 50ml vials,9
23600000002,"Option soft convex ileostomy bag with filter and soft covering to one side, midi, 25mm plateau",9
0601011N0AAACAC,Insulin soluble porcine 100units/ml inj 10ml vials,9
21270000525,Altiven low compression (14-18mmHg) made to measure thigh length closed toe,9
23601006265,"Assura Inspire Seal convex ileostomy bag with filter and Hide-Away outlet, maxi 31mm transparent",9
0503022B0AAADAD,Valganciclovir 50mg/ml oral solution sugar free,9
21011200366,"Bioteque America gellhorn pessary size 6, 76mm diameter, silicone, short stem",9
1001040G0AAAHAH,Colchicine 250micrograms/5ml oral solution,9
23963459653,"Pelican Platinum convex urostomy bag with bung, standard 20mm clear",9
21270001572,Jobskin MTM Premium class 2 (23-32mmHg) glove to wrist,9
1001010ADBCACAB,Nurofen Migraine Pain 342mg tablets,9
23300263671,Suportx female low waist lace ostomy girdle with velcro gusset extra large black,9
20050300335,Shiley low pressure cuffed tracheostomy tube with reusable inner cannula 81mm length 8LPC,9
20030900189,Advazorb Border Lite dressing 12.5cm x 12.5cm,9
050301000BBABA0,Eviplera 200mg/25mg/245mg tablets,9
0902021S0BMABAX,Sodium chloride 0.9% infusion 1litre KabiPac bottles,9
0402010ABBFADAY,Ebesque XL 400mg tablets,9
0601060D0DZAAA0,Dario Lite testing strips,9
21270002742,Juzo Spirit MTO class 1 (18-21mmHg) tights open toe,9
23300263259,Suportx Easy Peel breathable ostomy belt XXX large 26cm white,9
20031700315,Zorflex LA dressing 20cm x 10cm rectangular,9
20030900418,KerraFoam Simple dressing 15cm x 15cm,9
21011200353,"Bioteque America gellhorn pessary size 2, 51mm diameter, silicone, standard stem",9
0302000N0BIACAY,Sereflo Ciphaler 50microg / 250microg/dose dry pdr inh,9
21460100018,Orione hernia brief male size 10,9
0404000M0AAAXAX,Methylphenidate 15mg/5ml oral solution,9
23300000064,Suportx shield ostomy belt with Easy Peel fastening extra large 26cm left shield black,9
20050300179,Trachi-Naze Plus laryngectomy tube 20-60mm length,9
23355903539,"Colomate soft convex colostomy bag with filter and split cover, large 32mm transparent",9
1201030F0BHAAAC,Clear Ear drops,9
0206040ALAAABAB,Acetyl-L-carnitine 500mg tablets,9
21010230148,Rophi Cushion,9
0902021G0AABDBD,Glucose 5% infusion 1litre,9
23944809857,"Esteem Synergy two piece ostomy system ileo bag + filter & InvisiClose outlet, paed 4.8-31mm opaque",9
0212000AHBBABAB,Repatha 140mg/1ml solution for injection pre-filled syringes,9
23351003602,"Assura colostomy bag with filter, maxi clear 30mm",9
23351003583,"Assura colostomy bag with filter, midi clear 35mm",9
23965909621,Uromate soft convex urostomy bag large 22mm transparent,9
23355603722,"Welland FreeStyle colostomy bag with Dual Carb filter, medium 32mm beige",9
23945909491,Combimate SuperFlex two piece ostomy system 45mm flange 32mm,9
20050600253,Freevent XtraCare Mini HME filter cassette blue,9
20030600551,ActivHeal Foam Contact dressing 18cm x 18.5cm sacral,9
0902021S0AABPBP,Sodium chloride 0.18% / Glucose 4% infusion 500ml,9
20033000073,Suprasorb P sensitive border lite dressing 10cm x 20cm,9
23353353549,Option colostomy bag with filter 40mm opaque,9
23301023208,Comfizz Level III shallow support belt medium 60mm,9
0901030D0AAAMAM,"Epoetin alfa 5,000units/0.5ml inj pre-filled syringes",9
23355603671,Welland Curvex colostomy bag with Dual Carb filter 32mm plateau beige,9
23355903577,Opus NaturFit colostomy bag midi 15-60mm,9
20033000131,kliniderm Film dressing 10cm x 12cm,9
190400000AAMXMX,Potassium citrate powder,9
21270000546,Altiven class 3 (34-46mmHg) made to measure below knee open toe,9
23940709802,NovaLife 2 two piece ostomy system ileostomy bag midi 36mm clear,9
0801000T0AAACAC,Mesna 400mg tablets,9
1306010T0AAABAB,Salicylic acid 3% / Sulfur 3% ointment,9
0902021G0AABGBG,Glucose 5% infusion 50ml bags,9
21040000431,FemCap 26mm,9
21020001443,Urinary all silicone foley catheter with guidewire hole & glycine filled syringe standard 12Ch-14Ch,9
20020201060,Profore latex free multi-layer compression bandage kit 18cm-25cm ankle circumference,9
21270001370,Juzo Expert custom fit class 3 (34-46mmHg) armsleeve,9
1001030U0BEALBK,Metoject 12.5mg/0.25ml inj pre-filled syringes,9
23944809833,Esteem Synergy two piece ostomy system stomahesive skin barrier with flexible collar 35mm,9
0308000B0AAABAB,Benzoin tincture,9
23355603692,"Welland FreeStyle colostomy bag with Dual Carb filter, large 44mm beige",9
0105020D0BCAAAC,Predfoam 20mg/application enema,9
21270001943,Mediven Esprit MTM shoulder cap for lymphoedema garment,9
21270001106,Haddenham Star Cotton class 2 (23-32mmHg) armsleeve extra wide,9
21020001361,FlexiCath silicone catheter male 16Ch-26Ch 30ml,9
21180000016,Pos-T-Vac vacuum pump manual,9
1302010K0AAAHAH,Lactic acid 5% in Aqueous cream,9
1103010AGBCAAAD,Eyflox 5mg/ml eye drops,9
21270001312,varicase class 1 (18-21mmHg) below knee open toe,9
20030600529,Kendall AMD Foam Island dressing 8.9cm x 14cm rectangular,9
20200000303,DreamSkin body suit 18-24 months,9
21270000812,Jobst Bellavar class 3 (34-46mmHg) thigh length open toe with silicone band,9
23300263442,Suportx Easy Peel ostomy belt with hole large 26cm black,9
20090001190,Skinnies WEB stockinette round top long sleeve 11-14 years,9
20110000471,Safil suture 1.5gauge 70cm length with 18mm 3/8 curved round bodied needle,9
21270002216,Euroform custom fit class 3 (34-46mmHg) thigh length with silicone grip top,9
0209000Z0BBACAC,Brilique 90mg orodispersible tablets,9
23605906097,"Pelican ModaVi ileostomy bag with filter, medium 25mm black",9
0503010ACAAAGAG,Darunavir 800mg tablets,9
0401020P0AABJBJ,Lorazepam 5mg/5ml oral liquid,9
0503010AMAAABAB,Emtricitabine 200mg / Tenofovir alafenamide 25mg tablets,9
0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral liquid,9
23355903616,"Pelican ModaVi soft convex colostomy bag with filter, medium 25mm neutral",9
091000000BBUSBT,Viteyes Plus Lutein Beta-Carotene Free capsules,9
0304020ADBBAAAA,Acarizax 12 SQ-HDM oral lyophilisates,9
0209000U0AAABAB,Ticlopidine 250mg tablets,9
23355603735,"Welland FreeStyle colostomy bag with Dual Carb filter, large 44mm white",9
21270001053,Sigvaris MTM Style Semitransparent class 1 (18-21mmHg) thigh length open toe with grip top,9
23751027502,Comfishield Set 60mm sand,9
23353353537,Option colostomy bag plus 30mm opaque,9
22903409119,"Elastic belt compatible with MK1, MK3, MK6 urinal system 95cm",9
23940709812,NovaLife 2 two piece ostomy system ileostomy bag mini 55mm clear,9
23300263707,Suportx female low waist lace ostomy girdle with velcro gusset medium white,9
23944809735,Esteem Synergy two piece ostomy system stomahesive skin barrier 13-35mm,9
0205020G0AAACAC,Guanfacine 1mg tablets,9
0601011N0AAAPAP,Insulin soluble human 100units/ml inj 3ml cartridges,9
1312000G0AAANAN,Glycopyrronium bromide 2% cream,9
20050300209,Blom-Singer adhesive tape disc large heavy duty,9
0106040M0BCABAA,Laxido Natural oral powder 13.7g sachets,9
0212000AIBBABAB,Praluent 150mg/1ml solution for injection pre-filled pens,9
21011300322,Bloccs limb protector child full arm 4-7 years,9
23944809737,Esteem Synergy two piece ostomy system stomahesive skin barrier 13-61mm,9
23301023256,Comfizz Level II double layer support boxers XX large/XXX large black,9
21270000420,Haddenham Doktus class 2 (23-32mmHg) armsleeve with grip top extra wide,9
21270001772,Juzo Dynamic custom fit class 2 (23-32mmHg) thigh length closed toe,9
20033000077,Suprasorb P sensitive sacrum dressing 23cm x 23cm,9
23301023179,Comfizz Level I unisex support boxers XX large/XXX large teal,9
23350103721,"Moderma Flex colostomy bag with filter, maxi 25mm transparent",9
22506155014,Ugopro 3C sterile leg bag with T tap,9
21270000182,Sigvaris Traditional (23-32mmHg) armsleeve with shoulder cap and hand piece,9
1304000F0AADBDB,Betamethasone valerate 0.1% oint 10% in White soft paraffin,9
20050000011,StomaSoft laryngectomy tube 36mm length (non-fenestrated) size 10,9
1103010Z0AAAAAA,Vancomycin 5% eye drops,9
0408010C0AABDBD,Carbamazepine 100mg/5ml oral liquid,9
21290000140,BeneFoot medical shoe original post op with toe cover female,9
0401010B0AABABA,Chloral hydrate 200mg suppositories,9
21270002672,Haddenham Doktus MTO class 3 (34-46mmHg) tights closed toe,9
20030900348,kliniderm Silicone dressing 20cm x 30cm,9
21180000086,Applicator and cone set,9
0801050R0AAAAAA,Mitotane 500mg tablets,9
030902000BEDIA0,Benylin Mucus Cough Night oral solution,9
20031000061,KoCarbon Occlusive dressing 10cm x 15cm,9
1305010J0AAAVAV,Ichthammol 1% paste,9
0304010E0AAADAD,Fexofenadine 120mg/5ml oral liquid,9
1502010S0AAADAD,Prilocaine 500mg/50ml solution for injection vials,9
23300263266,Suportx Easy Peel breathable ostomy belt with hole large 26cm skin,9
23600706193,InVent Convex ileostomy bag with filter 35mm,9
090402000BDDQCE,Cubitan liquid,9
0410020B0BDAQBP,NiQuitin Minis Cherry 1.5mg lozenges,9
23354103836,"Confidence BE colostomy bag with filter and overlap, standard 38mm white",9
0403040S0AAAGAG,Tryptophan 50mg capsules,9
23963359666,Option hydrocolloid low profile soft convex urostomy bag 47mm plateau 30mm,9
1201030H0BEAAAE,Earex ear drops,9
21012600125,"Balance ring pessary size 1, 51mm diameter, silicone with support/folding",9
22502405017,Non-sterile catheter drainage bag child,9
23965609627,Welland Curvex Uro urostomy bag 43mm beige,9
20030600577,CovaWound Non-Adherent Foam Border dressing 15cm x 15cm square,9
0902021G0AAADAD,Glucose 50% solution for infusion 20ml ampoules,9
091200000BFRYEY,Valupak Glucosamine + Vitamin C tablets,9
20050000005,StomaSoft laryngectomy tube 55mm length (fenestrated) size 8,9
23302403008,Web and elastic ostomy belt 25mm button and buckle,9
0501021L0BCACAG,Keflex 250mg tablets,9
23300263318,Suportx breathable tube ostomy belt XXX large 20cm skin,9
23605906051,"Ileomate soft convex ileostomy bag with filter and split cover, medium 28mm transparent",9
1302020G0AAAAAA,Zinc paste 15% bandage BP 1993 7.5cm x 6m,9
1304000G0AACPCP,Clobetasol 0.05% ointment 20% in White soft paraffin,9
090401000BBHXA0,XMTVI Asadon powder,9
0204000R0BDAHAL,Bedranol 160mg tablets,9
0501070X0AAACAC,Rifaximin 100mg/5ml oral suspension,9
23355603627,Welland Silhouette colostomy bag 51mm beige,9
1001010L0AAAPAP,Ketoprofen 100mg suppositories,9
091101000AAFUFU,Glycerol trioleate oil liquid,9
23303373043,OstoMart Cool Comfort unisex ostomy belt large/extra large white,9
20030100186,Bioclusive Plus dressing 6cm x 7cm,9
21011100100,Nipple shield plastic,9
22502655022,Panda baby sterile leg bag direct tube 200ml,9
1001010APBBACAA,Nurofen Express 256mg caplets,9
23303243048,Nu-Hope belt right extra large 225mm,9
20090001056,Skinnies Viscose stockinette vest sleeveless medium adult,9
23850608502,Karaya gum washer regular 51mm x 22mm,9
23945609503,Welland FreeStyle two piece ostomy system convex 55mm flange 29mm,9
1003020N0BIAIA0,Mentholatum Vapour Rub,9
0402010U0BBAAAH,Dolmatil 200mg tablets,9
20050300316,Shiley uncuffed paediatric tracheostomy tube 40mm length,9
0203020I0AABQBQ,Flecainide 200mg modified-release capsules,9
0309020H0AAAIAI,Glycerol 750microlitres/5ml / Sucrose 1.7g/5ml oral solution,9
23600106275,"Moderma Flex convex ileostomy bag + filter, SoftFlex skin barrier & Lock 'n' Roll closure, maxi 30mm",9
23941009351,SenSura Click Xpro two piece ostomy system baseplate 40mm 20mm,9
23945909489,Combimate SuperFlex two piece ostomy system 45mm flange 25mm,9
21270001476,Juzo Expert Strong custom fit class 2 (23-32mmHg) foot with open toe,9
20033000155,Moderex Border Sensitive Plus dressing 10cm x 10cm,9
0901030K0BBAFAF,Exjade 360mg tablets,9
21270001462,Juzo Expert Strong pressure pads for lymphoedema garment upper extremities,9
20031700085,Tegaderm Superabsorber dressing 10cm x 10cm square,9
0904010H0BSABAA,Genius gluten free white bread sliced,9
21270002051,Juzo Dynamic custom fit class 2 (23-32mmHg) armsleeve,9
23301083269,Fulcionel ostomy/hernia support tube belt extra large 26cm white,9
22902409118,Chailey adult pubic pressure flange curved top 35mm,9
23301083130,Fulcionel medium support hernia belt extra large 15cm,9
090402000BBXGA0,Aymes oral powder 38g sachets vanilla,9
23305951017,Vanilla Blush Level 2/3 male support briefs large black,9
0801000I0AAAMAM,Calcium folinate 50mg/5ml solution for injection vials,9
0103050P0AAARAR,Omeprazole 25mg/5ml oral liquid,9
23300000057,Suportx shield ostomy belt with Easy Peel fastening medium 20cm right shield white,9
0402010ABBGAEBA,Atrolak XL 150mg tablets,9
21180000060,Rapport ring loading system,9
20050300324,Shiley long uncuffed paediatric tracheostomy tube 56mm length,9
23964809647,Esteem urostomy bag standard 30mm transparent,9
23351003648,"Assura Seal convex colostomy bag with filter, maxi 25mm",9
23301023012,Comfizz Level I waistband XX large/XXX large black,9
20050300173,Blom-Singer ATSV II replacement kit,9
0204000I0AAAIAI,Labetalol 50mg/5ml oral liquid,9
21270001671,Jobst UltraSheer class 2 (23-32mmHg) thigh length closed toe with sensitive band wide,9
20030600533,Xtrasorb Foam dressing (non-adhesive) 5cm x 5cm square,9
0802020T0BKADAP,Dailiport 5mg modified-release capsules,9
1203040P0AAAAAA,Sodium chloride compound mouthwash,9
23353453729,"Pelican Platinum colostomy bag with filter, standard 32.5mm opaque",9
23941009796,"Easiflex two piece ostomy system colostomy bag with dual filter, midi soft cover 50mm",9
1502010J0AAAKAK,Lidocaine 4% solution,9
23301023054,Comfizz Level I junior female support briefs large white,9
23301083172,Fulcionel ostomy/hernia support belt with adjustable opening large right 26cm,9
23603356307,"Option low profile s/convex ileo bag + fltr & soft covering to both sides, midi 25mm (LPSC28-4325KV)",9
0604012F0AAAAAA,Dydrogesterone 10mg tablets,9
21270001180,Haddenham Pertex custom fit class 1 (18-21mmHg) glove without fingers,9
23305951008,Vanilla Blush Level 2/3 female support briefs with legs medium black,9
1001030Q0AAABAB,Tiopronin 250mg tablets,9
23905909001,Colomate stoma cap with filter 35mm,9
110801000BLARAB,Supranettes sterile eye cleansing wipes,9
23354803653,Esteem+ colostomy bag large 35mm opaque,9
190205000BBBBA0,Germolene New Skin liquid,9
1303000M0BBAAAA,Anthisan 2% cream,9
20032100092,Renasys-G dressing kit channel drain 15fr,9
21270000585,Juzo Dynamic class 3 (34-46mmHg) thigh length open toe,9
20090001203,Skinnies WEB stockinette arm tube 0-5 years,9
21270001392,Juzo Expert custom fit class 1 (18-21mmHg) thigh length with hip attachment,9
190205500BCFIA0,Allergenics Wash shower gel,9
20031500072,Hollister wound drainage collector 10mm x 200mm,9
23945609481,Welland FreeStyle two piece ostomy system 45mm flange 38mm,9
21020001146,Aloe Hydro catheter female 8Ch-14Ch,9
0406000S0AAAHAH,Ondansetron 16mg suppositories,9
23603056301,UltraMax ileostomy bag with filter and split cover starter hole,9
0906011D0AAAWAW,"Vitamin A 100,000units/2ml solution for injection vials",9
0503031D0AAAAAA,Tenofovir alafenamide 25mg tablets,9
20030000020,FarlaFIBRE Ribbon dressing 2cm x 45cm,9
23751027515,Comfishield Pads 90mm jet,9
22300953009,Prosys Flofit self adhesive sheath pop on 40mm,10
0208010K0AABFBF,"Heparin sodium 25,000units/1ml inj ampoules",10
0404000L0BFAFBH,Adderall XR 10mg capsules,10
20030000001,365 Film dressing 10cm x 14cm,10
20030100475,Leukomed T dressing 15cm x 25cm,10
20030100531,PremierPore dressing 10cm x 35cm,10
23301023214,Comfizz Level III shallow support belt medium 72mm,10
23964109645,Light White urostomy bag large 25mm,10
0902021S0BNADAY,Sodium chloride 0.9% infusion 500ml Freeflex bags,10
23604106005,"Koenig Rutzen rubber ileostomy bag with screw outlet, large 38mm",10
0906026V0AAAAAA,Vitamins B and C high potency intravenous inj 5ml and 5ml,10
1404000AGBBACAC,Rotarix vaccine live oral suspension 1.5ml tube,10
0902021S0AADHDH,Sodium chloride 30% solution for infusion 50ml vials,10
20050300383,Laryngotec Kombi laryngectomy tube 44mm length (non-fenestrated) size 10,10
23941010023,SenSura Mio Flex two piece ostomy system baseplate 50mm 40mm,10
20050400127,Sensotrach Duo Ped Slit tracheostomy dressing 6cm x 7cm,10
23963359631,Option Bi-Form urostomy bag 38mm opaque,10
21012500109,Magicool Plus itchy skin spray,10
21020001091,Aloe Meatal catheter male 10Ch-16Ch,10
23945609520,"Welland Aura 2 two piece ostomy system ileostomy bag with Dual Carb i filter, midi 70mm",10
091102000AABIBI,Ubidecarenone 200mg capsules,10
040702040AAAZAZ,Tramadol 50mg/5ml oral suspension,10
23301023271,Comfizz Level III two part support belt XX large 75mm,10
0905030G0BPAECA,Colgate Duraphat 50mg/ml dental suspension,10
0407010N0AAAJAJ,Co-dydramol 7.46mg/500mg tablets,10
23355903549,"Colomate soft convex colostomy bag with filter and split cover, medium/large 32mm transparent",10
23355903574,"Trio Genii with Sil2 silicone flange colostomy bag with filter, maxi 15-60mm medium",10
22303403004,Incontiaid penile sheath with adhesive strip 40mm,10
21270001861,Juzo Soft custom fit class 1 (18-21mmHg) thigh length open toe with silicone top band,10
0901030P0BBAAAA,Desferal 500mg powder for solution for injection vials,10
23605906130,"Ileomate ileostomy bag with filter and split cover, large 13-35mm beige",10
21270002666,Haddenham Doktus MTO class 3 (34-46mmHg) below knee closed toe with grip top,10
22902409039,"Oval leg bag with tap, small",10
23940459683,"Softima 3S two piece ostomy system colostomy bag with filter, midi beige 45mm",10
21020001463,mtg EZ-Advancer catheter male firm 12Ch-16Ch,10
20031700117,Medihoney HCS dressing 20cm x 30cm rectangular,10
1311020G0AAAMAM,Chlorhexidine acetate 0.05% irrig soln 1litre bottles,10
1404000AQBBAAAA,MenQuadfi vaccine solution for injection 0.5ml vials,10
21011300149,buddy limb protector leg long medium aperture size 70mm,10
23300263097,Corsinel Suportx StomaSafe Plus ostomy belt medium/large beige,10
1305020S0AABUBU,Salicylic acid 40% in Yellow soft paraffin,10
0908010S0BCAAAC,Cufence 200mg capsules,10
23301083037,Fulciolite female high waist support briefs right size 20,10
0501040H0AABBBB,Gentamicin 20mg/2ml solution for injection ampoules,10
21270001964,Sigvaris Advance 3 high compression (30-40mmHg) armsleeve with grip top,10
21270000204,Jobst Bellavar class 3 (34-46mmHg) below knee open toe,10
1103010T0AAACAC,Cefuroxime 5% eye drops preservative free,10
23945609412,Welland Silhouette 2 two piece ostomy system 45mm flange 32mm,10
20030200016,Sorbsan Plus Border dressing 11.5cm x 14cm,10
20090001215,Skinnies WEB stockinette leggings 0-24 months,10
0101021C0AABQBQ,Calcium carbonate 400mg capsules,10
21270001043,Sigvaris MTM Essential Thermoregulating class 3 (34-46mmHg) thigh length open toe with grip top,10
0409010H0BEAAAK,Ralnea XL 2mg tablets,10
0603020B0AAABAB,Betamethasone 500microgram tablets,10
21040000432,FemCap 30mm,10
0703022N0BBAAAA,Noristerat 200mg/1ml solution for injection ampoules,10
22902409045,Fridjohn urinal,10
23350703815,"NovaLife 1 convex colostomy bag with viewing option, midi opaque 10-24mm",10
20030200203,Suprasorb X dressing 2cm x 21cm rope,10
21270001977,Sigvaris Essential Thermoregulating class1(18-21mmHg)thigh length closed toe+Sensinnov grip top plus,10
23600000010,"Pelican Platinum with Vitamin E firm convex ileostomy bag with filter, mini",10
20031300069,Scar Fx sheet 22.5cm x 14.5cm shaped,10
20090001195,Skinnies WEB stockinette high top long sleeve 0-24 months,10
23605606176,"Welland FreeStyle ileostomy bag with Dual Carb filter, large 25mm beige",10
23500105000,Series 366 filter,10
21011200425,"GBUK gellhorn pessary size 7, 83mm diameter, silicone, short stem",10
0304010AFAAABAB,Bilastine 2.5mg/ml oral solution sugar free,10
23963459649,"Pelican Platinum Contour convex urostomy bag with tap, mini",10
1304000F0AACPCP,Betamethasone valerate 0.1% cream 10% in Aqueous cream,10
0603020L0BBAAAB,Efcortesol 100mg/1ml solution for injection ampoules,10
0906011D0AAAYAY,"Vitamin A 100,000units/2ml solution for injection ampoules",10
23301023156,Comfizz Level III support belt XXXX large,10
21012600141,"Balance ring pessary size 7, 89mm diameter, silicone without support/folding",10
23355603600,Welland colostomy bag with filter 29mm beige,10
21270002538,Mediven Plus class 1 (18-21mmHg) made to measure thigh length with waist attachment,10
21270002279,Gloria Med Micro class 1 (18-21mmHg) thigh length closed toe with silicone top band,10
20033000214,HidraWear AX crop top female medium,10
23963359629,Option Bi-Form urostomy bag 25mm opaque,10
20031300072,Bapscarcare T sheet 10cm x 15cm rectangular,10
20200000136,DermaSilk roll neck shirt 3-4 years,10
23600706208,InVent Symmetrical Convex ileostomy bag with filter opaque 35mm,10
010102100BBAWAG,Pepto-Bismol 17.5mg/1ml oral suspension,10
0901020G0CQAACI,FolicA 2.5mg/5ml oral solution,10
21200000092,Altipress 40 Ulcer Kit medical stocking and compression liner short large,10
040201010BBAAAA,Clopixol Acuphase 50mg/1ml solution for injection ampoules,10
23300000083,Suportx shield ostomy belt with Easy Peel fastening extra large 26cm right shield skin,10
20030100652,Advapore dressing 9cm x 15cm,10
23350703638,Light Convex colostomy bag with filter opaque35mm,10
0304010W0BCAAAE,Sominex 20mg tablets,10
0401010ADBCCBBR,Icenia Melatonin 3mg capsules,10
23355903557,Esteem+ soft convex colostomy bag 30mm plateau 25mm,10
091102000BBGTBA,Solgar CoQ-10 100mg capsules,10
23700457001,Biotrol irrigation cone,10
0407010B0AABRBR,Aspirin powder,10
23052400500,Ostomy kidney seal small,10
23353353700,"Option hydrocolloid low profile soft convex colostomy bag with filter, plus 47mm plateau 30mm",10
23303453008,Eakin stoma belt medium 26cm,10
0408010I0BBAAAA,Emeside 250mg capsules,10
23353353603,Option Plus Microskin colostomy bag 35mm opaque,10
23301023062,Comfizz Level I junior waistband medium white,10
23300263429,Suportx Easy Peel ostomy belt XX large 26cm white,10
23603456130,"Pelican Select Afresh ileostomy bag with filter, standard 40mm opaque",10
21270002228,Euroform overheight (Slipform) for lymphoedema garment lower extremities,10
1002020C0AAA1A1,Baclofen 5mg/5ml oral suspension,10
0107010N0AAAFAF,Allantoin 10.25mg / Lidocaine 10.25mg suppositories,10
